text,clause_type,label
"For the avoidance of doubt, neither party liable for damages beyond direct losses",Liability,1
The parties agree that maximum liability is capped at the fees paid,Liability,1
LIMITATION OF LIABILITY SHALL NOT EXCEED THE CONTRACT VALUE,Liability,1
Liability limited to amount paid in preceding 12 months,Liability,1
neither party liable for beyond direct losses,Liability,1
It is understood that no liability for loss of profits or revenue,Liability,1
aggregate liability shall not exceed contract price,Liability,1
Company shall not be liable for indirect or consequential damages,Liability,1
Maximum liability is capped at the fees paid,Liability,1
liability limited amount paid in preceding 12 months,Liability,1
Company liable not be will for indirect or consequential damages,Liability,1
The parties agree that maximum liability is capped at fees the paid,Liability,1
LIABILITY SHALL NOT EXCEED CONTRACT PRICE,Liability,1
The parties agree that aggregate liability shall not exceed contract price,Liability,1
agree parties The that limitation of liability shall not exceed the contract value,Liability,1
NO LIABILITY FOR LOSS OF PROFITS OR REVENUE,Liability,1
It is understood that maximum liability is capped at the fees paid,Liability,1
Maximum is capped at the fees paid,Liability,1
"For the avoidance of doubt, aggregate liability shall not exceed contract price",Liability,1
"Notwithstanding anything to the indirect company shall not be liable for contrary, or consequential damages",Liability,1
"losses to the terms herein, neither party liable for damages beyond direct Subject",Liability,1
shall not be liable for indirect or consequential damages,Liability,1
"Subject to the terms herein, of liability for loss no profits or revenue",Liability,1
maximum liability is capped at the fees paid,Liability,1
"Notwithstanding anything to the contrary, no liability for loss of or revenue",Liability,1
No liability for loss of profits or revenue,Liability,1
Aggregate liability shall not exceed contract price,Liability,1
liability Aggregate shall not exceed contract price,Liability,1
"Notwithstanding anything to the contrary, no liability loss of profits or revenue",Liability,1
COMPANY SHALL NOT BE LIABLE FOR INDIRECT OR CONSEQUENTIAL,Liability,1
No liability for loss of profits or revenue,Liability,1
"For avoidance of doubt, company shall not be liable for indirect or consequential damages",Liability,1
LIMITATION OF LIABILITY SHALL NOT THE EXCEED CONTRACT VALUE,Liability,1
"For the avoidance of doubt, no liability for loss of profits or revenue",Liability,1
It is understood that company shall not be liable for indirect or consequential damages,Liability,1
"Subject to the terms herein, limitation of liability shall not exceed the contract value",Liability,1
Company will not be liable for indirect or consequential,Liability,1
no liability for loss of profits revenue or,Liability,1
It is understood that no liability for loss of profits or revenue,Liability,1
It is understood that liability limited to amount paid in preceding 12 months,Liability,1
LIABILITY LIMITED TO AMOUNT PAID IN PRECEDING 12 MONTHS,Liability,1
"Notwithstanding anything to the contrary, neither party liable for damages beyond direct losses",Liability,1
The parties agree that liability limited to amount paid in preceding 12 months,Liability,1
"Notwithstanding anything to the contrary, aggregate liability shall not exceed contract price",Liability,1
The parties agree that company shall not be liable for indirect or consequential damages,Liability,1
Liability limited to amount paid in preceding 12 months,Liability,1
will not be liable for indirect or consequential damages,Liability,1
COMPANY SHALL NOT BE LIABLE FOR INDIRECT OR CONSEQUENTIAL DAMAGES,Liability,1
"Notwithstanding anything to the contrary, neither party liable for damages beyond direct losses",Liability,1
"Notwithstanding anything to the contrary, company shall not be liable damages indirect or consequential for",Liability,1
"Subject to the terms herein, aggregate liability shall not exceed contract price",Liability,1
Aggregate liability will not exceed contract price,Liability,1
Company shall not consequential liable for indirect or be damages,Liability,1
Limitation not liability shall of exceed the contract value,Liability,1
of liability shall not exceed the contract value,Liability,1
